Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
NKX1-2	-	protein_coding	10	q26.13	-	-	-	-	0.007	largescale	0.007	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.007	1.970	0.007	1.970
IL20RA	-	protein_coding	6	q23.3	-	-	-	-	0.015	largescale	0.015	-	6	0.044	-1.220	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.982	0.016	1.982
USP9YP3	-	pseudogene	Y	q11.223	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
IL20RB	-	protein_coding	3	q22.3	-	-	-	-	0.018	largescale	0.018	-	28	0.386	-1.991	-	-	-	-	-	-	-	-	-	-	-	-	0.019	1.986	0.019	1.986
USP9YP5	-	pseudogene	Y	q11.222	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
RNU5E-3P	-	snRNA	4	p11	-	-	-	-	0.001	largescale	0.001	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.001	1.961	0.001	1.961
NEGR1-IT1	-	sense_intronic	1	p31.1	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
RPL9	-	protein_coding	4	p14	-	-	-	-	0.001	largescale	0.001	-	86601	905.811	-0.662	-	-	-	-	-	-	-	-	-	-	-	-	0.001	1.961	0.001	1.961
RPL6	-	protein_coding	12	q24.13	-	-	-	-	0.006	largescale	0.006	-	110462	846.729	0.446	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
OLFML1	-	protein_coding	11	p15.4	-	-	-	-	0.008	largescale	0.008	-	194	1.925	1.085	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
RPL4	-	protein_coding	15	q22.31	-	-	-	-	0.008	largescale	0.008	-	229154	1386.221	1.747	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
OLFML3	-	protein_coding	1	p13.2	-	-	-	-	0.008	largescale	0.008	-	1540	23.177	-0.897	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
KCNQ1OT1	-	antisense	11	p15.5	-	-	-	-	0.008	largescale	0.008	-	391	0.145	-0.578	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
RPL3	P39023	protein_coding	22	q13.1	-	-	-	-	0.009	largescale	0.009	-	239862	1708.035	1.810	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
FEN1	-	protein_coding	11	q12.2	-	-	-	-	0.008	largescale	0.008	-	5174	71.174	1.052	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
FAM87B	-	lincRNA	1	p36.33	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
LUC7L	-	protein_coding	16	p13.3	-	-	-	-	0.004	largescale	0.004	-	7193	39.701	-0.307	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
RNU4-4P	-	snRNA	3	q26.31	-	-	-	-	0.018	largescale	0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.019	1.986	0.019	1.986
TERF1P1	-	pseudogene	21	q11.2	-	-	-	-	0.006	largescale	0.006	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
TERF1P3	-	pseudogene	4	q28.3	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
TERF1P2	-	pseudogene	18	p11.21	-	-	-	-	0.006	largescale	0.006	-	3	0.084	-	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
TERF1P5	-	pseudogene	13	q11	-	-	-	-	-0.941	focal	-0.941	-	2	0.056	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.013	0.971	-1.013	0.971
TERF1P4	-	pseudogene	X	q21.1	-	-	-	-	0.004	largescale	0.004	-	6	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	0.983	0.004	0.983
SCD	-	protein_coding	10	q24.31	-	-	-	-	0.007	largescale	0.007	-	14992	95.308	0.166	-	-	-	-	-	-	-	-	-	-	-	-	0.007	1.970	0.007	1.970
SPO11	-	protein_coding	20	q13.31	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
SCX	-	protein_coding	8	q24.3	-	-	-	-	0.049	largescale	0.049	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
ERMAP	Q96PL5	protein_coding	1	p34.2	-	-	-	-	0.008	largescale	0.008	-	1201	8.840	-0.993	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
SCT	-	protein_coding	11	p15.5	-	-	-	-	0.008	largescale	0.008	-	8	0.745	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
TROAP	-	protein_coding	12	q13.12	-	-	-	-	0.006	largescale	0.006	-	1308	11.276	-1.145	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
WASH6P	-	pseudogene	X	q28	-	-	-	-	-	-	-	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WFDC9	-	protein_coding	20	q13.12	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
WFDC8	-	protein_coding	20	q13.12	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
GOLGA6D	-	protein_coding	15	q24.2	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
GOLGA6C	-	protein_coding	15	q24.2	-	-	-	-	0.008	largescale	0.008	-	4	0.065	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
GOLGA6B	-	protein_coding	15	q24.1	-	-	-	-	0.008	largescale	0.008	-	13	0.198	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
GOLGA6A	-	protein_coding	15	q24.1	-	-	-	-	0.008	largescale	0.008	-	8	0.078	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
ACO1	-	protein_coding	9	p21.1	-	-	-	-	0.016	largescale	0.016	-	10421	98.647	1.616	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
WFDC3	-	protein_coding	20	q13.12	-	-	-	-	0.008	largescale	0.008	-	24	0.340	-1.144	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
ACO2	Q99798	protein_coding	22	q13.2	-	-	-	-	0.009	largescale	0.009	-	12100	102.069	0.916	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
WFDC5	-	protein_coding	20	q13.12	-	-	-	-	0.008	largescale	0.008	-	6	0.196	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
WFDC6	-	protein_coding	20	q13.12	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
INHA	-	protein_coding	2	q35	-	-	-	-	0.009	largescale	0.009	-	115	2.236	-0.299	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
TMEM65	-	protein_coding	8	q24.13	-	-	-	-	0.049	largescale	0.049	-	2429	25.650	-0.681	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
TMEM64	-	protein_coding	8	q21.3	-	-	-	-	0.049	largescale	0.049	-	3727	21.643	-0.927	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
TMEM62	-	protein_coding	15	q15.2	-	-	-	-	0.008	largescale	0.008	-	1825	12.934	-0.766	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
TMEM61	-	protein_coding	1	p32.3	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
TMEM60	-	protein_coding	7	q11.23	-	-	-	-	0.010	largescale	0.01	-	1248	41.585	-1.868	-	-	-	-	-	-	-	-	-	-	-	-	0.011	1.974	0.011	1.974
SLC32A1	Q9H598	protein_coding	20	q11.23	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-1.586	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
RNU7-63P	-	pseudogene	16	p13.2	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
TMEM68	-	protein_coding	8	q12.1	-	-	-	-	0.049	largescale	0.049	-	2877	14.823	-1.203	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
ITM2C	-	protein_coding	2	q37.1	-	-	-	-	0.009	largescale	0.009	-	16107	210.284	-1.390	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
ITM2B	-	protein_coding	13	q14.2	-	-	-	-	-0.924	largescale	-0.924	-	48899	657.797	-0.855	-	-	-	-	-	-	-	-	-	-	-	-	-0.994	0.984	-0.994	0.984
KLHL41	-	protein_coding	2	q31.1	-	-	-	-	0.009	largescale	0.009	-	61	0.794	-0.270	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
KLHL40	-	protein_coding	3	p22.1	-	-	-	-	0.018	largescale	0.018	-	5	0.068	-	-	-	-	-	-	-	-	-	-	-	-	-	0.019	1.986	0.019	1.986
USP9YP1	-	pseudogene	Y	q11.222	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
FJX1	-	protein_coding	11	p13	-	-	-	-	0.008	largescale	0.008	-	11139	141.417	0.580	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
NMTRQ-TTG12-1	-	pseudogene	17	p11.2	-	-	-	-	0.003	largescale	0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.003	1.964	0.003	1.964
USP9YP2	-	pseudogene	Y	q11.222	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
PAXBP1	-	protein_coding	21	q22.11	-	-	-	-	0.006	largescale	0.006	-	9345	44.169	-0.536	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
USP9YP4	-	pseudogene	Y	p11.2	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
RPS2P24	-	pseudogene	5	q13.3	-	-	-	-	0.002	largescale	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
FAM227A	-	protein_coding	22	q13.1	-	-	-	-	0.009	largescale	0.009	-	212	0.670	-1.142	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
ZNF628	-	protein_coding	19	q13.42	-	-	-	-	0.010	largescale	0.01	-	773	6.849	1.183	-	-	-	-	-	-	-	-	-	-	-	-	0.011	1.974	0.011	1.974
RPL8	P62917	protein_coding	8	q24.3	-	-	-	-	0.049	largescale	0.049	-	50658	799.824	-0.897	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
ZNF624	-	protein_coding	17	p11.2	-	-	-	-	0.003	largescale	0.003	-	2272	15.216	1.757	-	-	-	-	-	-	-	-	-	-	-	-	0.003	1.964	0.003	1.964
ZNF625	-	protein_coding	19	p13.2	-	-	-	-	0.577	largescale	0.577	-	46	0.671	-	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
ZNF626	-	protein_coding	19	p12	-	-	-	-	0.577	largescale	0.577	-	173	0.878	-1.393	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
USP9YP6	-	pseudogene	Y	q11.222	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
ZNF620	-	protein_coding	3	p22.1	-	-	-	-	0.018	largescale	0.018	-	777	7.662	0.203	-	-	-	-	-	-	-	-	-	-	-	-	0.019	1.986	0.019	1.986
ZNF621	-	protein_coding	3	p22.1	-	-	-	-	0.018	largescale	0.018	-	5893	29.185	0.692	-	-	-	-	-	-	-	-	-	-	-	-	0.019	1.986	0.019	1.986
ZNF622	-	protein_coding	5	p15.1	-	-	-	-	0.002	largescale	0.002	-	2644	53.048	0.207	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
ZNF623	-	protein_coding	8	q24.3	-	-	-	-	0.049	largescale	0.049	-	4688	36.872	2.020	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
UGT2B15	-	protein_coding	4	q13.2	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
UGT2B17	-	protein_coding	4	q13.2	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
UGT2B10	-	protein_coding	4	q13.2	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
UGT2B11	-	protein_coding	4	q13.2	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
PRPF19P1	-	pseudogene	18	q22.1	-	-	-	-	0.002	focal	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
UBE2V1P12	-	pseudogene	5	p14.3	-	-	-	-	0.002	largescale	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
UBE2V1P11	-	pseudogene	2	q33.1	-	-	-	-	0.009	largescale	0.009	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
UBE2V1P10	-	pseudogene	9	q21.33	-	-	-	-	0.016	largescale	0.016	-	1	0.127	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
APAF1	O14727	protein_coding	12	q23.1	-	-	-	-	0.006	largescale	0.006	-	4274	18.440	0.974	-	-	-	-	-	-	-	-	-	-	-	-	0.006	1.969	0.006	1.969
ZFX-AS1	-	antisense	X	p22.11	-	-	-	-	0.004	largescale	0.004	-	2	0.163	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	0.983	0.004	0.983
RPL5	-	protein_coding	1	p22.1	-	yes	-	-	0.008	largescale	0.008	-	112668	1328.928	-0.382	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
FSCB	-	protein_coding	14	q21.2	-	-	-	-	0.013	largescale	0.013	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
MROH3P	-	pseudogene	1	q32.1	-	-	-	-	-0.921	largescale	-0.921	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.990	0.986	-0.990	0.986
RNU6-272P	-	snRNA	5	q11.2	-	-	-	-	0.002	largescale	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
PDZK1P1	-	pseudogene	1	q21.2	-	-	-	-	0.571	focal	0.571	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.596	2.962	0.596	2.962
OR1M1	Q8NGA1	protein_coding	19	p13.2	-	-	-	-	0.577	largescale	0.577	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
S100A5	-	protein_coding	1	q21.3	-	-	-	-	0.570	largescale	0.57	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.595	2.960	0.595	2.960
TRBV21OR9-2	-	TR_V_gene	9	p13.3	-	-	-	-	0.016	largescale	0.016	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
S100A4	P26447	protein_coding	1	q21.3	-	-	-	-	0.570	largescale	0.57	-	94	3.126	-2.244	-	-	-	-	-	-	-	-	-	-	-	-	0.595	2.960	0.595	2.960
RPL21P65	-	pseudogene	6	q21	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.982	0.016	1.982
RPL21P66	-	pseudogene	6	q23.2	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.982	0.016	1.982
RNU6-194P	-	snRNA	6	q22.31	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.982	0.016	1.982
FHDC1	-	protein_coding	4	q31.3	-	-	-	-	0.000	largescale	0.0	-	1089	5.630	0.597	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
IGFALS	-	protein_coding	16	p13.3	-	-	-	-	0.004	largescale	0.004	-	64	0.923	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
PRM1	-	protein_coding	16	p13.13	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
PRM3	-	protein_coding	16	p13.13	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
PRM2	-	protein_coding	16	p13.13	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
ACVR1	Q04771	protein_coding	2	q24.1	-	yes	-	-	0.009	largescale	0.009	-	5471	46.764	1.120	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
TTTY17A	-	lincRNA	Y	q11.223	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
TTTY17B	-	lincRNA	Y	q11.23	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
TTTY17C	-	lincRNA	Y	q11.23	-	-	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	0.967	-0.019	0.967
KREMEN2	-	protein_coding	16	p13.3	-	-	-	-	0.004	largescale	0.004	-	30	0.391	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	1.966	0.004	1.966
OR2X1P	-	pseudogene	1	q44	-	-	-	-	-0.920	focal	-0.92	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.989	0.987	-0.989	0.987
SWSAP1	-	protein_coding	19	p13.2	-	-	-	-	0.577	largescale	0.577	-	113	2.287	-0.979	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
THAP11	-	protein_coding	16	q22.1	-	-	-	-	-0.921	largescale	-0.921	-	3602	65.138	-0.091	-	-	-	-	-	-	-	-	-	-	-	-	-0.990	0.986	-0.990	0.986
LIFR-AS1	-	antisense	5	p13.1	-	-	-	-	0.002	largescale	0.002	-	2381	15.921	1.275	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
RNU7-111P	-	snRNA	15	q26.1	-	-	-	-	0.008	largescale	0.008	-	1	0.550	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
HOOK2	-	protein_coding	19	p13.2	-	-	-	-	0.577	largescale	0.577	-	1831	10.490	0.226	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
HOOK3	-	protein_coding	8	p11.21	-	yes	-	-	0.049	largescale	0.049	-	15194	33.963	1.760	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
HOOK1	-	protein_coding	1	p32.1	-	-	-	-	0.008	largescale	0.008	-	532	2.649	1.163	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
SEBOX	-	-	-	-	-	-	-	-	0.003	largescale	0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.003	1.964	0.003	1.964
MIEF1	-	protein_coding	22	q13.1	-	-	-	-	0.009	largescale	0.009	-	10760	48.549	1.941	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
MIEF2	-	protein_coding	17	p11.2	-	-	-	-	0.003	largescale	0.003	-	1218	10.461	-0.667	-	-	-	-	-	-	-	-	-	-	-	-	0.003	1.964	0.003	1.964
DKC1	-	protein_coding	X	q28	-	-	-	-	0.004	largescale	0.004	-	5005	40.728	0.248	-	-	-	-	-	-	-	-	-	-	-	-	0.004	0.983	0.004	0.983
OR1M4P	-	pseudogene	19	p13.2	-	-	-	-	0.577	largescale	0.577	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.602	2.975	0.602	2.975
TBC1D10C	-	protein_coding	11	q13.2	-	-	-	-	0.008	largescale	0.008	-	30	0.204	-1.585	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
SLC4A1AP	-	protein_coding	2	p23.2,p23.3	-	-	-	-	0.009	largescale	0.009	-	4029	26.391	0.769	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
TBC1D10A	-	protein_coding	22	q12.2	-	-	-	-	0.009	largescale	0.009	-	1519	7.348	1.228	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.973	0.009	1.973
WISP1	-	protein_coding	8	q24.22	-	-	-	-	0.049	largescale	0.049	-	35	0.310	-0.819	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
IGHG4	-	IG_C_gene	14	q32.33	-	-	-	-	0.013	largescale	0.013	-	1	0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
IGHG1	P01857	IG_C_gene	14	q32.33	-	-	-	-	0.013	largescale	0.013	-	155	1.913	0.212	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
IGHG2	P01859	IG_C_gene	14	q32.33	-	-	-	-	0.013	largescale	0.013	-	27	0.813	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
IGHG3	-	IG_C_gene	14	q32.33	-	-	-	-	0.013	largescale	0.013	-	17	0.457	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
PHKG1P4	-	pseudogene	7	p11.2	-	-	-	-	0.010	largescale	0.01	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	1.974	0.011	1.974
BPIFB2	Q8N4F0	protein_coding	20	q11.21	-	-	-	-	0.008	largescale	0.008	-	40	0.718	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
BPIFB1	Q8TDL5	protein_coding	20	q11.21	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
BPIFB6	Q8NFQ5	protein_coding	20	q11.21	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
PHKG1P2	-	pseudogene	7	q11.21	-	-	-	-	0.010	largescale	0.01	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	1.974	0.011	1.974
BPIFB4	P59827	protein_coding	20	q11.21	-	-	-	-	0.008	largescale	0.008	-	2	0.028	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
OARD1	-	protein_coding	6	p21.1	-	-	-	-	0.015	largescale	0.015	-	2595	13.561	-0.887	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.982	0.016	1.982
LINS1	-	protein_coding	15	q26.3	-	-	-	-	0.008	largescale	0.008	-	1116	4.883	-1.555	-	-	-	-	-	-	-	-	-	-	-	-	0.008	1.971	0.008	1.971
MIR320D1	-	miRNA	13	q14.11	-	-	-	-	-0.924	largescale	-0.924	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.994	0.984	-0.994	0.984
MIR320D2	-	miRNA	X	q27.1	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.004	0.983	0.004	0.983
CAMK2D	Q13557	protein_coding	4	q26	-	-	-	-	0.000	largescale	0.0	-	17777	82.301	0.279	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.960	0.000	1.960
CAMK2G	Q13555	protein_coding	10	q22.2	-	-	-	-	0.007	largescale	0.007	-	6000	35.788	0.755	-	-	-	-	-	-	-	-	-	-	-	-	0.007	1.970	0.007	1.970
CAMK2A	Q9UQM7	protein_coding	5	q32	-	-	-	-	0.002	largescale	0.002	-	2	0.011	-2.269	-	-	-	-	-	-	-	-	-	-	-	-	0.002	1.963	0.002	1.963
CAMK2B	Q13554	protein_coding	7	p13	-	-	-	-	0.010	largescale	0.01	-	82	0.343	-2.110	-	-	-	-	-	-	-	-	-	-	-	-	0.011	1.974	0.011	1.974
KIFC2	-	protein_coding	8	q24.3	-	-	-	-	0.049	largescale	0.049	-	2522	19.332	-0.879	-	-	-	-	-	-	-	-	-	-	-	-	0.052	2.031	0.052	2.031
KAZALD1	-	protein_coding	10	q24.31	-	-	-	-	0.007	largescale	0.007	-	187	2.055	0.331	-	-	-	-	-	-	-	-	-	-	-	-	0.007	1.970	0.007	1.970
RNASE11	-	protein_coding	14	q11.2	-	-	-	-	0.013	largescale	0.013	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
RNASE10	-	protein_coding	14	q11.2	-	-	-	-	0.013	largescale	0.013	-	18	0.511	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
RNASE13	-	protein_coding	14	q11.2	-	-	-	-	0.013	largescale	0.013	-	3	0.064	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
RNASE12	-	protein_coding	14	q11.2	-	-	-	-	0.013	largescale	0.013	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
IGHGP	-	IG_C_pseudogene	14	q32.33	-	-	-	-	0.013	largescale	0.013	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	1.979	0.014	1.979
