Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
RN7SL210P	-	misc_RNA	2	q11.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
OR5BH1P	-	pseudogene	X	q26.2	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	1.095	-0.013	1.095
LMOD1	-	protein_coding	1	q32.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-0.222	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
LMOD3	-	protein_coding	3	p14.1	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
LMOD2	-	protein_coding	7	q31.32	-	-	-	-	0.409	largescale	0.409	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
OR5W2	Q8NH69	protein_coding	11	q11	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
FAM13A-AS1	-	antisense	4	q22.1	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-0.830	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
CYP2AC1P	-	pseudogene	6	p12.3	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
MIR648	-	miRNA	22	q11.21	-	-	-	-	-0.033	largescale	-0.033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	2.137	-0.049	2.137
MIR649	-	miRNA	22	q11.21	-	-	-	-	-0.033	largescale	-0.033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	2.137	-0.049	2.137
MIR645	-	miRNA	20	q13.13	-	-	-	-	-0.021	largescale	-0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	2.163	-0.031	2.163
MIR646	-	miRNA	20	q13.33	-	-	-	-	-0.021	largescale	-0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	2.163	-0.031	2.163
MIR647	-	miRNA	20	q13.33	-	-	-	-	-0.021	largescale	-0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	2.163	-0.031	2.163
MIR640	-	miRNA	19	p13.11	-	-	-	-	0.381	largescale	0.381	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.531	3.192	0.531	3.192
MIR641	-	miRNA	19	q13.2	-	-	-	-	0.395	focal	0.395	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.549	3.234	0.549	3.234
MIR643	-	miRNA	19	q13.41	-	-	-	-	0.392	focal	0.392	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.545	3.225	0.545	3.225
LINC00391	-	lincRNA	13	q32.1	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
MIR4465	-	miRNA	6	q24.1	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
LINC00393	-	lincRNA	13	q22.1	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
LINC00392	-	lincRNA	13	q22.1	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
LINC00395	-	antisense	13	q21.31	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
LINC00398	-	lincRNA	13	q12.3	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
SLX1A-SULT1A3	-	processed_transcript	16	p11.2	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
UBE2Q2P4Y	-	pseudogene	Y	q11.23	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
MRPL57P7	-	pseudogene	8	q22.2	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
MRPL57P6	-	pseudogene	5	q34	-	-	-	-	-0.022	largescale	-0.022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	2.161	-0.032	2.161
RN7SL148P	-	misc_RNA	1	q44	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
RNU1-85P	-	snRNA	17	q22	-	-	-	-	-0.023	largescale	-0.023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
TIA1	-	protein_coding	2	p13.3	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-0.842	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
RNU6-1111P	-	snRNA	15	q26.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
YTHDF1P1	-	pseudogene	5	q15	-	-	-	-	-0.012	largescale	-0.012	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	2.183	-0.018	2.183
AGXT2	Q9BYV1	protein_coding	5	p13.2	-	-	-	-	-0.012	largescale	-0.012	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	2.183	-0.018	2.183
DAB2	-	protein_coding	5	p13.1	-	-	-	-	-0.012	largescale	-0.012	-	-	-	0.415	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	2.183	-0.018	2.183
DAB1	-	protein_coding	1	p32.1,p32.2	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-0.567	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
RBMY1D	-	protein_coding	Y	q11.223	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
SYNJ2	O15056	protein_coding	6	q25.3	-	-	-	-	-0.011	largescale	-0.011	-	-	-	0.563	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
C1RL-AS1	-	antisense	12	p13.31	-	-	-	-	0.409	largescale	0.409	-	-	-	0.332	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
FAM25BP	-	protein_coding	10	q11.22	-	-	-	-	-0.620	largescale	-0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.040	1.075	-1.040	1.075
RAB5A	P20339	protein_coding	3	p24.3	-	-	-	-	-0.013	largescale	-0.013	-	-	-	0.784	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	2.181	-0.019	2.181
RAB5C	-	protein_coding	17	q21.2	-	-	-	-	-0.023	largescale	-0.023	-	-	-	-0.965	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
RAB5B	-	protein_coding	12	q13.2	-	-	-	-	0.409	largescale	0.409	-	-	-	0.625	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
HIRAP1	-	pseudogene	10	p12.1	-	-	-	-	-0.615	largescale	-0.615	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.030	1.082	-1.030	1.082
OR1X1P	-	pseudogene	5	q35.2	-	-	-	-	-0.022	largescale	-0.022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	2.161	-0.032	2.161
THEGL	-	protein_coding	4	q12	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
RNU6-1249P	-	snRNA	17	q22	-	-	-	-	-0.023	largescale	-0.023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
SMIM24	-	protein_coding	19	p13.3	-	-	-	-	0.381	largescale	0.381	-	-	-	-1.053	-	-	-	-	-	-	-	-	-	-	-	-	0.531	3.192	0.531	3.192
WNT7B	-	protein_coding	22	q13.31	-	-	-	-	-0.033	largescale	-0.033	-	-	-	-0.259	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	2.137	-0.049	2.137
ALG1L11P	-	pseudogene	8	p23.1	-	-	-	-	-0.025	focal	-0.025	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.037	2.154	-0.037	2.154
FAHD2CP	-	pseudogene	2	q11.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-1.341	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
OSCAR	-	protein_coding	19	q13.42	-	-	-	-	0.392	focal	0.392	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.545	3.225	0.545	3.225
CSRNP1	-	protein_coding	3	p22.2	-	-	-	-	-0.013	largescale	-0.013	-	-	-	0.187	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	2.181	-0.019	2.181
CSRNP2	-	protein_coding	12	q13.12	-	-	-	-	0.409	largescale	0.409	-	-	-	1.616	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
CSRNP3	-	protein_coding	2	q24.3	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-0.326	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
COX6C	P09669	protein_coding	8	q22.2	-	yes	-	-	-0.015	largescale	-0.015	-	-	-	-1.138	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
SHISA9	-	protein_coding	16	p13.12	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
BUB1	-	protein_coding	2	q13	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-1.190	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
BUB3	-	protein_coding	10	q26.13	-	-	-	-	-0.620	largescale	-0.62	-	-	-	-0.988	-	-	-	-	-	-	-	-	-	-	-	-	-1.040	1.075	-1.040	1.075
NUPR2	-	protein_coding	7	p11.2	-	-	-	-	0.406	largescale	0.406	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.564	3.266	0.564	3.266
NUPR1	-	protein_coding	16	p11.2	-	-	-	-	-0.024	largescale	-0.024	-	-	-	0.240	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
ADSSL1	Q8N142	protein_coding	14	q32.33	-	-	-	-	-0.015	largescale	-0.015	-	-	-	0.465	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
NASP	-	protein_coding	1	p34.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-0.345	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
TMEM133	-	protein_coding	11	q22.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	0.979	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TMEM130	-	protein_coding	7	q22.1	-	-	-	-	0.409	largescale	0.409	-	-	-	0.397	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
TMEM131	-	protein_coding	2	q11.2	-	-	-	-	-0.014	largescale	-0.014	-	-	-	1.363	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
TMEM136	-	protein_coding	11	q23.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-0.871	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TMEM134	-	protein_coding	11	q13.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-0.779	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TMEM135	-	protein_coding	11	q14.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	0.264	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TMEM138	-	protein_coding	11	q12.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-0.134	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TMEM139	-	protein_coding	7	q34	-	-	-	-	0.409	largescale	0.409	-	-	-	-1.817	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
FOXE1	-	protein_coding	9	q22.33	-	-	-	-	-0.007	largescale	-0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.010	2.194	-0.010	2.194
FOXE3	-	protein_coding	1	p33	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
ZNF705CP	-	pseudogene	8	p23.1	-	-	-	-	-0.025	focal	-0.025	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.037	2.154	-0.037	2.154
SLC35C2	-	protein_coding	20	q13.12	-	-	-	-	-0.021	largescale	-0.021	-	-	-	0.819	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	2.163	-0.031	2.163
MIR4524B	-	miRNA	17	q24.2	-	-	-	-	0.314	focal	0.314	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.441	3.000	0.441	3.000
RNA5SP523	-	rRNA	Y	q11.222	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
XK	-	protein_coding	X	p21.1	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	Tf_Binding_Site_Variant[Ma0093.1:Usf1]	1:22233234	-	LOW	9.677	62	2.632	38	0.000	0	5	-	-0.013	1.095	-0.013	1.095
XK	-	protein_coding	X	p21.1	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	Tf_Binding_Site_Variant[Ma0148.1:Foxa1]	3:188438648	-	LOW	31.395	86	0.000	47	0.000	0	5	-	-0.013	1.095	-0.013	1.095
XK	-	protein_coding	X	p21.1	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	Tf_Binding_Site_Variant[Ma0093.1:Usf1]+Tf_Binding_Site_Variant[Ma0058.1:Max]	8:101348129	-	LOW	34.951	103	0.000	45	0.000	0	5	-	-0.013	1.095	-0.013	1.095
XK	-	protein_coding	X	p21.1	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	Tf_Binding_Site_Variant[Ma0095.1:Yy1]	21:34733789	-	LOW	36.000	75	0.000	36	18.182	66	5	-	-0.013	1.095	-0.013	1.095
RNA5SP521	-	rRNA	Y	q11.221	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
RNA5SP520	-	rRNA	Y	q11.221	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
GNRHR2	Q96P88	pseudogene	1	q21.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
XG	-	protein_coding	X	p22.33	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	1.095	-0.013	1.095
C11orf88	-	protein_coding	11	q23.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
C11orf84	-	protein_coding	11	q13.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	0.365	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
C11orf85	-	protein_coding	11	q13.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
C11orf86	-	protein_coding	11	q13.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
C11orf87	-	protein_coding	11	q22.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	0.341	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
C11orf80	-	protein_coding	11	q13.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-1.767	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
MUCL1	-	protein_coding	12	q13.2	-	-	-	-	0.409	largescale	0.409	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
RNU6-697P	-	snRNA	10	q22.1	-	-	-	-	-0.620	largescale	-0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.040	1.075	-1.040	1.075
CRHR2	Q13324	protein_coding	7	p14.3	-	-	-	-	0.406	largescale	0.406	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.564	3.266	0.564	3.266
CRHR1	P34998	protein_coding	17	q21.31	-	-	-	-	-0.023	largescale	-0.023	-	-	-	0.092	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
RN7SL20P	-	misc_RNA	22	q12.2	-	-	-	-	-0.033	largescale	-0.033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	2.137	-0.049	2.137
RNU1-33P	-	snRNA	6	q24.3	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
ANKFN1	-	protein_coding	17	q22	-	-	-	-	-0.023	largescale	-0.023	-	-	-	0.322	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
LSM3P5	-	pseudogene	16	q23.1	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
LSM3P4	-	pseudogene	4	q31.21	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
LSM3P3	-	pseudogene	2	p11.2	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
LSM3P2	-	pseudogene	12	q22	-	-	-	-	0.409	largescale	0.409	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
SCGB1D1	-	protein_coding	11	q12.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
SCGB1D2	-	protein_coding	11	q12.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
SCGB1D4	-	protein_coding	11	q12.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
CDYL	-	protein_coding	6	p25.1	-	-	-	-	-0.011	largescale	-0.011	-	-	-	0.890	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
HCLS1	-	protein_coding	3	q13.33	-	-	-	-	-0.015	focal	-0.015	-	-	-	-0.366	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
MRPS36P4	-	pseudogene	11	q23.1	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
TBC1D3P7	-	pseudogene	17	q21.2	-	-	-	-	-0.023	largescale	-0.023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
TBC1D3P6	-	pseudogene	1	p36.13	-	-	-	-	-0.034	focal	-0.034	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.050	2.134	-0.050	2.134
MRPS36P1	-	pseudogene	3	p26.1	-	-	-	-	-0.013	largescale	-0.013	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	2.181	-0.019	2.181
MRPS36P3	-	pseudogene	8	q24.13	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
MRPS36P2	-	pseudogene	4	q35.2	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
KRI1	-	protein_coding	19	p13.2	-	-	-	-	0.381	largescale	0.381	-	-	-	1.870	-	-	-	-	-	-	-	-	-	-	-	-	0.531	3.192	0.531	3.192
TECPR1	-	protein_coding	7	q21.3	-	-	-	-	0.409	largescale	0.409	-	-	-	1.415	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
TECPR2	-	protein_coding	14	q32.31	-	-	-	-	-0.015	largescale	-0.015	-	-	-	1.604	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
FERP1	-	pseudogene	X	q25	-	-	-	-	-0.009	largescale	-0.009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	1.095	-0.013	1.095
CDY1	-	protein_coding	Y	q11.23	-	-	-	-	-0.098	largescale	-0.098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.147	0.998	-0.147	0.998
COQ5	-	protein_coding	12	q24.31	-	-	-	-	0.409	largescale	0.409	-	-	-	0.693	-	-	-	-	-	-	-	-	-	-	-	-	0.568	3.275	0.568	3.275
COQ4	-	protein_coding	9	q34.11	-	-	-	-	-0.023	focal	-0.023	-	-	-	-1.778	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
UBE2CP1	-	pseudogene	14	q12	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
UBE2CP2	-	pseudogene	18	q11.2	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
UBE2CP3	-	pseudogene	4	q12	-	-	-	-	-0.016	largescale	-0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
UBE2CP4	-	pseudogene	15	q13.3	-	-	-	-	-0.017	largescale	-0.017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.172	-0.025	2.172
FCHO2	-	protein_coding	5	q13.2	-	-	-	-	-0.012	largescale	-0.012	-	-	-	-0.389	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	2.183	-0.018	2.183
FCHO1	-	protein_coding	19	p13.11	-	-	-	-	0.381	largescale	0.381	-	-	-	-0.396	-	-	-	-	-	-	-	-	-	-	-	-	0.531	3.192	0.531	3.192
URAD	-	protein_coding	13	q12.2	-	-	-	-	-0.618	largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.036	1.078	-1.036	1.078
RNU6-76P	-	snRNA	13	q11	-	-	-	-	-0.017,-0.618	largescale,largescale	-0.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025,-1.036	2.172,1.078	-1.036	1.078
HCG4	-	pseudogene	6	p22.1	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
DYNLL1P1	-	pseudogene	14	q31.1	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
HCG9	-	lincRNA	6	p22.1	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
AUP1	-	protein_coding	2	p13.1	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-1.460	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
PNPO	Q9NVS9	protein_coding	17	q21.32	-	-	-	-	-0.023	largescale	-0.023	-	-	-	-0.507	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	2.159	-0.034	2.159
C8orf17	-	protein_coding	8	q24.3	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
RNU6-481P	-	snRNA	1	q23.3	-	-	-	-	-0.014	largescale	-0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.179	-0.021	2.179
FAF2P1	-	pseudogene	10	q23.32	-	-	-	-	-0.620	largescale	-0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.040	1.075	-1.040	1.075
APBB1IP	-	protein_coding	10	p12.1	-	-	-	-	-0.615	largescale	-0.615	-	-	-	0.167	-	-	-	-	-	-	-	-	-	-	-	-	-1.030	1.082	-1.030	1.082
SKI	-	protein_coding	1	p36.33	-	-	-	-	-0.034	focal	-0.034	-	-	-	1.359	-	-	-	-	-	-	-	-	-	-	-	-	-0.050	2.134	-0.050	2.134
C16orf89	-	protein_coding	16	p13.3	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-0.357	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
LIMCH1	-	protein_coding	4	p13	-	-	-	-	-0.016	largescale	-0.016	-	-	-	0.645	-	-	-	-	-	-	-	-	-	-	-	-	-0.024	2.174	-0.024	2.174
C16orf82	-	lincRNA	16	p12.1	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
CLDND1	-	protein_coding	3	q11.2	-	-	-	-	-0.011	focal	-0.011	-	-	-	-1.282	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	2.185	-0.016	2.185
C16orf87	-	protein_coding	16	q11.2	-	-	-	-	-0.024	largescale	-0.024	-	-	-	-1.141	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.156	-0.035	2.156
CLDND2	-	protein_coding	19	q13.41	-	-	-	-	0.392	focal	0.392	-	-	-	0.185	-	-	-	-	-	-	-	-	-	-	-	-	0.545	3.225	0.545	3.225
ZFAS1	-	antisense	20	q13.13	-	-	-	-	-0.021	largescale	-0.021	-	-	-	-1.233	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	2.163	-0.031	2.163
GEM	-	protein_coding	8	q22.1	-	-	-	-	-0.015	largescale	-0.015	-	-	-	0.418	-	-	-	-	-	-	-	-	-	-	-	-	-0.022	2.176	-0.022	2.176
