Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
RNA5SP364	-	rRNA	12	q21.32	-	-	-	-	-0.002	focal	-0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.003	1.997	-0.003	1.997
TERF2	-	protein_coding	16	q22.1	-	-	-	-	-0.026	focal	-0.026	-	2178	34.669	0.417	-	-	-	-	-	-	-	-	-	-	-	-	-0.033	1.955	-0.033	1.955
TMEM244	-	protein_coding	6	q22.33	-	-	-	-	0.057	focal	0.057	-	7	0.935	-	-	-	-	-	-	-	-	-	-	-	-	-	0.071	2.101	0.071	2.101
COL27A1	-	protein_coding	9	q32	-	-	-	-	-0.185	focal	-0.185	-	11900	76.118	0.411	-	-	-	-	-	-	-	-	-	-	-	-	-0.235	1.699	-0.235	1.699
TERF1	-	protein_coding	8	q21.11	-	-	-	-	-0.332	focal	-0.332	-	2012	20.385	-1.166	-	-	-	-	-	-	-	-	-	-	-	-	-0.428	1.486	-0.428	1.486
IFIT1P1	-	pseudogene	13	q13.1	-	-	-	-	0.191	focal	0.191	-	28	1.729	-	-	-	-	-	-	-	-	-	-	-	-	-	0.235	2.354	0.235	2.354
HTT-AS	-	antisense	4	p16.3	-	-	-	-	-0.221	focal	-0.221	-	2	0.347	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	1.645	-0.282	1.645
TMEM246	-	protein_coding	9	q31.1	-	-	-	-	-0.181	focal	-0.181	-	32	0.514	-1.174	-	-	-	-	-	-	-	-	-	-	-	-	-0.230	1.705	-0.230	1.705
HMBS	-	protein_coding	11	q23.3	-	-	-	-	-0.048	focal	-0.048	-	706	14.874	-1.211	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.918	-0.060	1.918
TRIM36-IT1	-	sense_intronic	5	q22.3	-	-	-	-	0.177	focal	0.177	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.218	2.326	0.218	2.326
TMEM247	-	protein_coding	2	p21	-	-	-	-	-0.110	focal	-0.11	-	6	0.319	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.139	1.816	-0.139	1.816
RN7SL152P	-	misc_RNA	4	q31.1	-	-	-	-	-0.049	focal	-0.049	-	2	0.605	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.917	-0.062	1.917
TMEM241	-	protein_coding	18	q11.2	-	-	-	-	-0.118	focal	-0.118	-	223	3.842	0.325	-	-	-	-	-	-	-	-	-	-	-	-	-0.149	1.804	-0.149	1.804
GATSL3	-	protein_coding	22	q12.2	-	-	-	-	0.167	focal	0.167	-	186	6.060	0.589	-	-	-	-	-	-	-	-	-	-	-	-	0.206	2.307	0.206	2.307
GATSL2	-	protein_coding	7	q11.23	-	-	-	-	0.338	focal	0.338	-	64	4.180	-	-	-	-	-	-	-	-	-	-	-	-	-	0.411	2.660	0.411	2.660
TMEM242	-	protein_coding	6	q25.3	-	-	-	-	-0.092	focal	-0.092	-	46	0.903	-0.050	-	-	-	-	-	-	-	-	-	-	-	-	-0.116	1.846	-0.116	1.846
AKR7A2	O43488	protein_coding	1	p36.13	-	-	-	-	0.247	focal	0.247	-	1569	78.823	0.689	-	-	-	-	-	-	-	-	-	-	-	-	0.303	2.467	0.303	2.467
AKR7A3	O95154	protein_coding	1	p36.13	-	-	-	-	0.247	focal	0.247	-	264	13.813	0.936	-	-	-	-	-	-	-	-	-	-	-	-	0.303	2.467	0.303	2.467
RNU6-601P	-	snRNA	2	q23.2	-	-	-	-	-0.114	focal	-0.114	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.144	1.810	-0.144	1.810
SLC30A10	-	protein_coding	1	q41	-	-	-	-	0.233	focal	0.233	-	246	3.815	0.503	-	-	-	-	-	-	-	-	-	-	-	-	0.286	2.438	0.286	2.438
MIR523	-	miRNA	19	q13.42	-	-	-	-	0.034	focal	0.034	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.042	2.060	0.042	2.060
MIR522	-	miRNA	19	q13.42	-	-	-	-	0.034	focal	0.034	-	2	2.057	-	-	-	-	-	-	-	-	-	-	-	-	-	0.042	2.060	0.042	2.060
MIR525	-	miRNA	19	q13.42	-	-	-	-	0.034	focal	0.034	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.042	2.060	0.042	2.060
MIR524	-	miRNA	19	q13.42	-	-	-	-	0.034	focal	0.034	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.042	2.060	0.042	2.060
MIR527	-	miRNA	19	q13.42	-	-	-	-	0.034	focal	0.034	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.042	2.060	0.042	2.060
RASSF9	-	protein_coding	12	q21.31	-	-	-	-	-0.002	focal	-0.002	-	38	1.862	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.003	1.997	-0.003	1.997
GAMT	Q14353	protein_coding	19	p13.3	-	-	-	-	0.322	focal	0.322	-	442	22.741	-0.541	-	-	-	-	-	-	-	-	-	-	-	-	0.392	2.625	0.392	2.625
RASSF8	-	protein_coding	12	p12.1	-	-	-	-	0.024	focal	0.024	-	7206	84.668	0.505	-	-	-	-	-	-	-	-	-	-	-	-	0.030	2.042	0.030	2.042
OR4F29	Q6IEY1	protein_coding	1	p36.33	-	-	-	-	0.281	focal	0.281	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.343	2.538	0.343	2.538
OR4F21	O95013	protein_coding	8	p23.3	-	-	-	-	-0.422	focal	-0.422	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.550	1.366	-0.550	1.366
SSTR5-AS1	-	processed_transcript	16	p13.3	-	-	-	-	-0.759	focal	-0.759	-	11	0.302	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.033	0.977	-1.033	0.977
TRBC2	-	TR_C_gene	7	q34	-	-	-	-	0.331	focal	0.331	-	23	2.715	-0.839	-	-	-	-	-	-	-	-	-	-	-	-	0.403	2.645	0.403	2.645
AMMECR1-IT1	-	sense_intronic	X	q23	-	-	-	-	0.239	focal	0.239	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.293	1.225	0.293	1.225
RNU6-109P	-	snRNA	Y	q11.221	-	-	-	-	-0.212	focal	-0.212	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.270	0.829	-0.270	0.829
PTPMT1	Q8WUK0	protein_coding	11	p11.2	-	-	-	-	-0.056	focal	-0.056	-	1385	45.227	1.521	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.905	-0.070	1.905
CTAGE8	-	protein_coding	7	q35	-	-	-	-	0.312	focal	0.312	-	3	0.104	-	-	-	-	-	-	-	-	-	-	-	-	-	0.380	2.604	0.380	2.604
HIST1H1T	-	protein_coding	6	p22.2	-	-	-	-	0.159	focal	0.159	-	2	0.247	-	-	-	-	-	-	-	-	-	-	-	-	-	0.196	2.291	0.196	2.291
OR8B2	Q96RD0	protein_coding	11	q24.2	-	-	-	-	-0.285	focal	-0.285	-	22	2.033	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.366	1.552	-0.366	1.552
OR8B3	Q8NGG8	protein_coding	11	q24.2	-	-	-	-	-0.285	focal	-0.285	-	2	0.181	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.366	1.552	-0.366	1.552
PLCD4	Q9BRC7	protein_coding	2	q35	-	-	-	-	-0.283	focal	-0.283	-	426	6.497	-2.220	-	-	-	-	-	-	-	-	-	-	-	-	-0.363	1.555	-0.363	1.555
CTRB1	P17538	protein_coding	16	q23.1	-	-	-	-	-0.229	focal	-0.229	-	2	0.176	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.292	1.633	-0.292	1.633
PLCD3	Q8N3E9	protein_coding	17	q21.31	-	-	-	-	0.364	focal	0.364	-	4481	59.397	1.612	-	-	-	-	-	-	-	-	-	-	-	-	0.442	2.717	0.442	2.717
OR8B4	Q96RC9	protein_coding	11	q24.2	-	-	-	-	-0.285	focal	-0.285	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.366	1.552	-0.366	1.552
PLCD1	P51178	protein_coding	3	p22.2	-	-	-	-	0.084	focal	0.084	-	2883	59.794	1.230	-	-	-	-	-	-	-	-	-	-	-	-	0.104	2.150	0.104	2.150
HIST1H1D	-	protein_coding	6	p22.2	-	-	-	-	0.375	focal	0.375	-	1152	132.656	-	-	-	-	-	-	-	-	-	-	-	-	-	0.455	2.742	0.455	2.742
HIST1H1E	-	protein_coding	6	p22.2	-	-	-	-	1.230	focal	1.23	-	4809	548.125	-	-	-	-	-	-	-	-	-	-	-	-	-	1.423	5.364	1.423	5.364
OR8B8	Q15620	protein_coding	11	q24.2	-	-	-	-	-0.285	focal	-0.285	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.366	1.552	-0.366	1.552
NDUFB4P1	-	pseudogene	3	p14.1	-	-	-	-	0.069	focal	0.069	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.086	2.122	0.086	2.122
HIST1H1A	-	protein_coding	6	p22.2	-	-	-	-	0.483	focal	0.483	-	168	19.247	-	-	-	-	-	-	-	-	-	-	-	-	-	0.582	2.994	0.582	2.994
HIST1H1B	-	protein_coding	6	p22.1	-	-	-	-	0.412	focal	0.412	-	3600	407.728	-	-	-	-	-	-	-	-	-	-	-	-	-	0.499	2.826	0.499	2.826
HIST1H1C	-	protein_coding	6	p22.2	-	-	-	-	0.483	focal	0.483	-	3031	370.484	-0.482	-	-	-	-	-	-	-	-	-	-	-	-	0.582	2.994	0.582	2.994
SOS2	-	protein_coding	14	q21.3	-	-	-	-	0.109	focal	0.109	-	5338	68.929	1.283	-	-	-	-	-	-	-	-	-	-	-	-	0.135	2.196	0.135	2.196
SOS1	-	protein_coding	2	p22.1	-	-	-	-	-0.138	focal	-0.138	-	5570	53.301	1.083	-	-	-	-	-	-	-	-	-	-	-	-	-0.175	1.772	-0.175	1.772
JRKL-AS1	-	lincRNA	11	q21	-	-	-	-	-0.303	focal	-0.303	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.390	1.526	-0.390	1.526
RNU6-154P	-	snRNA	X	q23	-	-	-	-	0.093	focal	0.093	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.115	1.083	0.115	1.083
OR4F2P	-	pseudogene	11	p15.5	-	-	-	-	-0.107	focal	-0.107	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.135	1.821	-0.135	1.821
GNMT	Q14749	protein_coding	6	p21.1	-	-	-	-	-0.113	focal	-0.113	-	360	30.047	0.247	-	-	-	-	-	-	-	-	-	-	-	-	-0.143	1.812	-0.143	1.812
CAB39	-	protein_coding	2	q37.1	-	-	-	-	-0.160	focal	-0.16	-	4059	67.756	-0.755	-	-	-	-	-	-	-	-	-	-	-	-	-0.203	1.738	-0.203	1.738
CKMT1A	P12532	protein_coding	15	q15.3	-	-	-	-	-0.330	focal	-0.33	-	23	0.666	-1.098	-	-	-	-	-	-	-	-	-	-	-	-	-0.426	1.489	-0.426	1.489
CKMT1B	-	protein_coding	15	q15.3	-	-	-	-	-0.330	focal	-0.33	-	20	0.454	-1.355	-	-	-	-	-	-	-	-	-	-	-	-	-0.426	1.489	-0.426	1.489
PRELID2P1	-	pseudogene	12	q15	-	-	-	-	-0.001	focal	-0.001	-	2	0.595	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.001	1.998	-0.001	1.998
CLEC4A	-	protein_coding	12	p13.31	-	-	-	-	0.076	focal	0.076	-	229	15.995	-0.357	-	-	-	-	-	-	-	-	-	-	-	-	0.094	2.135	0.094	2.135
DEFA1B	-	protein_coding	8	p23.1	-	-	-	-	-0.512	focal	-0.512	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.674	1.253	-0.674	1.253
RNU6-573P	-	snRNA	4	p15.1	-	-	-	-	-0.043	focal	-0.043	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.054	1.927	-0.054	1.927
BCL2L15	-	protein_coding	1	p13.2	-	-	-	-	0.486	focal	0.486	-	40	0.842	0.523	-	-	-	-	-	-	-	-	-	-	-	-	0.586	3.001	0.586	3.001
BCL2L14	Q9BZR8	protein_coding	12	p13.2	-	-	-	-	-0.022	focal	-0.022	-	10	0.175	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
BCL2L11	-	protein_coding	2	q13	-	-	-	-	-0.134	focal	-0.134	-	542	7.281	-0.516	-	-	-	-	-	-	-	-	-	-	-	-	-0.170	1.778	-0.170	1.778
BCL2L10	Q9HD36	protein_coding	15	q21.2	-	-	-	-	-0.264	focal	-0.264	-	23	1.560	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.338	1.582	-0.338	1.582
BCL2L13	Q9BXK5	protein_coding	22	q11.21	-	-	-	-	0.086	focal	0.086	-	5659	67.269	0.403	-	-	-	-	-	-	-	-	-	-	-	-	0.107	2.154	0.107	2.154
BCL2L12	-	protein_coding	19	q13.33	-	-	-	-	0.467	focal	0.467	-	691	35.471	0.808	-	-	-	-	-	-	-	-	-	-	-	-	0.563	2.956	0.563	2.956
SSR2	-	protein_coding	1	q22	-	-	-	-	0.704	focal	0.704	-	1563	21.026	-0.040	-	-	-	-	-	-	-	-	-	-	-	-	0.837	3.573	0.837	3.573
FAM27C	-	protein_coding	9	p11.2	-	-	-	-	-0.097	largescale	-0.097	-	8	1.162	-1.252	-	-	-	-	-	-	-	-	-	-	-	-	-0.122	1.837	-0.122	1.837
FAM27B	-	protein_coding	9	q13	-	-	-	-	-0.097	largescale	-0.097	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.122	1.837	-0.122	1.837
C22orf15	-	protein_coding	22	q11.23	-	-	-	-	0.059	focal	0.059	-	57	2.445	-	-	-	-	-	-	-	-	-	-	-	-	-	0.073	2.104	0.073	2.104
SNRPGP9	-	pseudogene	2	q12.3	-	-	-	-	-0.280	focal	-0.28	-	16	6.363	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.359	1.559	-0.359	1.559
SNRPGP8	-	pseudogene	2	q36.3	-	-	-	-	-0.160	focal	-0.16	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.203	1.738	-0.203	1.738
SNRPGP7	-	pseudogene	2	p23.2	-	-	-	-	-0.361	focal	-0.361	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.467	1.447	-0.467	1.447
SNRPGP6	-	pseudogene	10	q25.3	-	-	-	-	-0.787	focal	-0.787	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.076	0.949	-1.076	0.949
SNRPGP5	-	pseudogene	10	p13	-	-	-	-	-0.792	focal	-0.792	-	1	0.407	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.083	0.944	-1.083	0.944
SNRPGP4	-	pseudogene	17	q24.3	-	-	-	-	0.193	focal	0.193	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.237	2.358	0.237	2.358
HSD11B2	P80365	protein_coding	16	q22.1	-	-	-	-	-0.166	focal	-0.166	-	160	5.354	-0.662	-	-	-	-	-	-	-	-	-	-	-	-	-0.211	1.728	-0.211	1.728
SNRPGP2	-	pseudogene	18	q21.2	-	-	-	-	-0.135	focal	-0.135	-	0	0.000	-2.005	-	-	-	-	-	-	-	-	-	-	-	-	-0.171	1.777	-0.171	1.777
SNRPGP1	-	pseudogene	14	q22.1	-	-	-	-	0.109	focal	0.109	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.135	2.196	0.135	2.196
HSD11B1	P28845	protein_coding	1	q32.2	-	-	-	-	0.183	focal	0.183	-	20	1.173	-1.894	-	-	-	-	-	-	-	-	-	-	-	-	0.225	2.338	0.225	2.338
ISYNA1	Q9NPH2	protein_coding	19	p13.11	-	-	-	-	0.238	focal	0.238	-	1404	38.428	0.242	-	-	-	-	-	-	-	-	-	-	-	-	0.292	2.448	0.292	2.448
GTF2H3	-	protein_coding	12	q24.31	-	-	-	-	-0.115	focal	-0.115	-	513	11.748	-3.040	-	-	-	-	-	-	-	-	-	-	-	-	-0.145	1.808	-0.145	1.808
GTF2H2	-	protein_coding	5	q13.2	-	-	-	-	0.068	focal	0.068	-	330	4.621	-0.344	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.121	0.085	2.121
GTF2H1	-	protein_coding	11	p15.1	-	-	-	-	-0.164	focal	-0.164	-	2255	29.077	-1.156	-	-	-	-	-	-	-	-	-	-	-	-	-0.208	1.731	-0.208	1.731
GTF2H5	-	protein_coding	6	q25.3	-	-	-	-	-0.092	focal	-0.092	-	140	1.674	-2.168	-	-	-	-	-	-	-	-	-	-	-	-	-0.116	1.846	-0.116	1.846
GTF2H4	-	protein_coding	6	p21.33	-	-	-	-	-0.056	focal	-0.056	-	13	0.494	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.905	-0.070	1.905
BTF3P9	-	pseudogene	1	q42.13	-	-	-	-	-0.011	focal	-0.011	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.014	1.981	-0.014	1.981
BTF3P8	-	pseudogene	X	q11.1	-	-	-	-	-0.003	focal	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.004	0.997	-0.004	0.997
ALDH1B1	P30837	protein_coding	9	p13.2	-	-	-	-	-0.173	focal	-0.173	-	751	21.916	-0.793	-	-	-	-	-	-	-	-	-	-	-	-	-0.220	1.717	-0.220	1.717
BTF3P4	-	pseudogene	9	q21.13	-	-	-	-	-0.159	focal	-0.159	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.202	1.739	-0.202	1.739
BTF3P7	-	pseudogene	6	p25.1	-	-	-	-	-0.008	focal	-0.008	-	4	0.733	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.010	1.986	-0.010	1.986
BTF3P6	-	pseudogene	21	q22.11	-	-	-	-	0.123	focal	0.123	-	28	5.021	-	-	-	-	-	-	-	-	-	-	-	-	-	0.152	2.222	0.152	2.222
COX7A2L	-	protein_coding	2	p21	-	-	-	-	-0.138,-0.247	focal,focal	-0.247	-	317	5.060	-1.463	-	-	-	-	-	-	-	-	-	-	-	-	-0.175,-0.316	1.772,1.607	-0.316	1.607
SMARCC2	-	protein_coding	12	q13.2	-	-	-	-	-0.070	focal	-0.07	-	13810	144.434	1.429	-	-	-	-	-	-	-	-	-	-	-	-	-0.088	1.882	-0.088	1.882
SMARCC1	-	protein_coding	3	p21.31	-	-	-	-	0.017	focal	0.017	-	5854	68.513	0.503	-	-	-	-	-	-	-	-	-	-	-	-	0.021	2.030	0.021	2.030
RYK	P34925	protein_coding	3	q22.2	-	-	-	-	0.066	focal	0.066	-	1583	17.722	1.126	-	-	-	-	-	-	-	-	-	-	-	-	0.082	2.117	0.082	2.117
MIR631	-	miRNA	15	q24.2	-	-	-	-	-0.357	focal	-0.357	-	21	25.053	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.462	1.452	-0.462	1.452
MIR630	-	miRNA	15	q24.1	-	-	-	-	0.041	focal	0.041	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.072	0.051	2.072
VN1R37P	-	pseudogene	7	q11.21	-	-	-	-	0.152	focal	0.152	-	2	0.239	-	-	-	-	-	-	-	-	-	-	-	-	-	0.188	2.278	0.188	2.278
FREM2-AS1	-	antisense	13	q13.3	-	-	-	-	0.327	focal	0.327	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.398	2.636	0.398	2.636
IFNW1	-	protein_coding	9	p21.3	-	-	-	-	0.006	focal	0.006	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.010	0.007	2.010
BLOC1S6	-	protein_coding	15	q21.1	-	-	-	-	-0.373	focal	-0.373	-	1584	20.805	-0.827	-	-	-	-	-	-	-	-	-	-	-	-	-0.484	1.430	-0.484	1.430
BLOC1S5	-	protein_coding	6	p24.3	-	-	-	-	0.170	focal	0.17	-	156	4.211	0.977	-	-	-	-	-	-	-	-	-	-	-	-	0.210	2.313	0.210	2.313
BLOC1S4	-	protein_coding	4	p16.1	-	-	-	-	-0.114	focal	-0.114	-	182	10.533	-1.850	-	-	-	-	-	-	-	-	-	-	-	-	-0.144	1.810	-0.144	1.810
BLOC1S3	-	protein_coding	19	q13.32	-	-	-	-	0.130	focal	0.13	-	316	10.605	-0.008	-	-	-	-	-	-	-	-	-	-	-	-	0.161	2.236	0.161	2.236
BLOC1S2	-	protein_coding	10	q24.31	-	-	-	-	-0.611	focal	-0.611	-	282	11.391	-1.001	-	-	-	-	-	-	-	-	-	-	-	-	-0.815	1.137	-0.815	1.137
BLOC1S1	-	protein_coding	12	q13.2	-	-	-	-	0.269	focal	0.269	-	714	38.554	-0.502	-	-	-	-	-	-	-	-	-	-	-	-	0.329	2.512	0.329	2.512
LHX8	-	protein_coding	1	p31.1	-	-	-	-	0.441	focal	0.441	-	63	1.407	-	-	-	-	-	-	-	-	-	-	-	-	-	0.533	2.894	0.533	2.894
LHX9	-	protein_coding	1	q31.3	-	-	-	-	0.300	focal	0.3	-	478	4.426	-0.035	-	-	-	-	-	-	-	-	-	-	-	-	0.366	2.578	0.366	2.578
MAMDC2-AS1	-	antisense	9	q21.12	-	-	-	-	-0.085	focal	-0.085	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.107	1.857	-0.107	1.857
NPC1	-	protein_coding	18	q11.2	-	-	-	-	-0.118	focal	-0.118	-	1951	17.902	-0.171	-	-	-	-	-	-	-	-	-	-	-	-	-0.149	1.804	-0.149	1.804
LINC00323	-	antisense	21	q22.2	-	-	-	-	-0.193	focal	-0.193	-	2	0.074	-0.305	-	-	-	-	-	-	-	-	-	-	-	-	-0.246	1.687	-0.246	1.687
NADK2	-	protein_coding	5	p13.2	-	-	-	-	0.329	focal	0.329	-	2359	43.207	0.985	-	-	-	-	-	-	-	-	-	-	-	-	0.401	2.640	0.401	2.640
SLC38A5	-	protein_coding	X	p11.23	-	-	-	-	0.159	focal	0.159	-	1089	24.262	1.679	-	-	-	-	-	-	-	-	-	-	-	-	0.196	1.146	0.196	1.146
SLC38A4	-	protein_coding	12	q13.11	-	-	-	-	-0.051	focal	-0.051	-	55	1.188	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.913	-0.064	1.913
SLC38A7	-	protein_coding	16	q21	-	-	-	-	-0.164	focal	-0.164	-	435	5.567	-0.513	-	-	-	-	-	-	-	-	-	-	-	-	-0.208	1.731	-0.208	1.731
SLC38A6	-	protein_coding	14	q23.1	-	-	-	-	0.055	focal	0.055	-	2440	42.416	-0.433	-	-	-	-	-	-	-	-	-	-	-	-	0.068	2.097	0.068	2.097
SLC38A1	-	protein_coding	12	q13.11	-	-	-	-	-0.030	focal	-0.03	-	1171	10.464	-0.357	-	-	-	-	-	-	-	-	-	-	-	-	-0.038	1.949	-0.038	1.949
SLC38A3	Q99624	processed_transcript	3	p21.31	-	-	-	-	0.216	focal	0.216	-	1158	29.937	-1.119	-	-	-	-	-	-	-	-	-	-	-	-	0.265	2.404	0.265	2.404
SLC38A2	-	protein_coding	12	q13.11	-	-	-	-	-0.030,1.194	focal,focal	1.194	-	1788	24.232	-0.786	-	-	-	-	-	-	-	-	-	-	-	-	-0.038,1.384	1.949,5.220	1.384	5.220
SLC38A9	-	protein_coding	5	q11.2	-	-	-	-	0.145,0.282	focal,focal	0.282	-	662	6.713	0.129	-	-	-	-	-	-	-	-	-	-	-	-	0.179,0.345	2.264,2.540	0.345	2.540
SLC38A8	-	protein_coding	16	q23.3	-	-	-	-	-0.379	focal	-0.379	-	3	0.148	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.492	1.422	-0.492	1.422
OCA2	-	protein_coding	15	q13.1,q12	-	-	-	-	-0.496	focal	-0.496	-	27	0.720	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.652	1.273	-0.652	1.273
RNU6-406P	-	snRNA	17	q21.31	-	-	-	-	0.021	focal	0.021	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
YBX1	-	protein_coding	1	p34.2	-	-	-	-	0.275	focal	0.275	-	34416	1595.503	0.455	-	-	-	-	-	-	-	-	-	-	-	-	0.336	2.525	0.336	2.525
YBX3	-	protein_coding	12	p13.2	-	-	-	-	-0.013	focal	-0.013	-	2043	21.218	-0.199	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	1.978	-0.016	1.978
YBX2	-	protein_coding	17	p13.1	-	-	-	-	-0.539	focal	-0.539	-	82	1.589	0.066	-	-	-	-	-	-	-	-	-	-	-	-	-0.712	1.221	-0.712	1.221
RNA5SP178	-	rRNA	5	p15.1	-	-	-	-	-0.090	focal	-0.09	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.113	1.849	-0.113	1.849
RNA5SP179	-	rRNA	5	p15.1	-	-	-	-	0.120	focal	0.12	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.149	2.217	0.149	2.217
RNA5SP174	-	rRNA	4	q35.2	-	-	-	-	-0.345	focal	-0.345	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.446	1.468	-0.446	1.468
RNA5SP175	-	rRNA	4	q35.2	-	-	-	-	-0.345	focal	-0.345	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.446	1.468	-0.446	1.468
RNA5SP176	-	rRNA	5	p15.31	-	-	-	-	-0.112	focal	-0.112	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.141	1.813	-0.141	1.813
RNA5SP177	-	rRNA	5	p15.31	-	-	-	-	0.048	focal	0.048	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.085	0.060	2.085
RNA5SP170	-	rRNA	4	q32.3	-	-	-	-	-0.232	focal	-0.232	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.296	1.629	-0.296	1.629
RNA5SP171	-	rRNA	4	q32.3	-	-	-	-	-0.232	focal	-0.232	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.296	1.629	-0.296	1.629
RNA5SP172	-	rRNA	4	q34.3	-	-	-	-	-0.205	focal	-0.205	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.261	1.669	-0.261	1.669
RNA5SP173	-	rRNA	4	q34.3	-	-	-	-	-0.205	focal	-0.205	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.261	1.669	-0.261	1.669
CHIC2	-	protein_coding	4	q12	-	yes	-	-	0.113	focal	0.113	-	265	17.990	-0.658	-	-	-	-	-	-	-	-	-	-	-	-	0.140	2.204	0.140	2.204
FKBP14	Q9NWM8	protein_coding	7	p14.3	-	-	-	-	0.549	focal	0.549	-	454	7.627	-0.239	-	-	-	-	-	-	-	-	-	-	-	-	0.659	3.158	0.659	3.158
CHIC1	-	protein_coding	X	q13.2	-	-	-	-	0.152,0.500	focal,focal	0.5	-	986	12.714	0.041	-	-	-	-	-	-	-	-	-	-	-	-	0.188,0.602	1.139,1.518	0.602	1.518
